1,2615094,1348
1,3503263,1238
1,513846,1189
2,737120,1423
2,3244756,1082
3,1991928,1314
4,798015,1236
5,2583510,1440
5,1893664,1057
5,1028371,1376
6,349164,1443
7,3210356,1117
8,3175046,1238
9,3217724,1202
10,3379534,1191
11,2490962,1016
12,119,1482
13,2494074,1088
14,3241487,1138
15,2351951,1248
16,1839695,1205
17,3308199,1276
18,2732261,1435
18,2962803,1435
19,934469,1198
20,912851,1396
21,119,1217
22,3374155,1392
23,2574018,1057
24,1385313,1395
180,2210863,1119
183,812380,1340
40,3179824,1387
40,64244,1446
